117.3250734,-120.1245968,38.0,-49.49999994953006
114.8917743,-122.2028306,38.0,-49.49999994953006
112.4584752,-124.2810643,28.4,-49.49999994953006
117.3250734,-120.1245968,34.8,-49.49999994953006
110.0251761,-126.3592981,34.8,-49.49999994953006
112.4584752,-124.2810643,34.8,-49.49999994953006
110.0251761,-126.3592981,38.0,-49.49999994953006
117.3250734,-120.1245968,28.4,-49.49999994953006
114.8917743,-122.2028306,31.6,-49.49999994953006
110.0251761,-126.3592981,28.4,-49.49999994953006
114.8917743,-122.2028306,34.8,-49.49999994953006
110.0251761,-126.3592981,31.6,-49.49999994953006
112.4584752,-124.2810643,38.0,-49.49999994953006
112.4584752,-124.2810643,31.6,-49.49999994953006
117.3250734,-120.1245968,31.6,-49.49999994953006
114.8917743,-122.2028306,28.4,-49.49999994953006
117.3250734,-120.1245968,41.2,-49.49999994953006
114.8917743,-122.2028306,41.2,-49.49999994953006
117.3250734,-120.1245968,44.4,-49.49999994953006
114.8917743,-122.2028306,44.4,-49.49999994953006
117.3250734,-120.1245968,50.8,-49.49999994953006
117.3250734,-120.1245968,47.6,-49.49999994953006
114.8917743,-122.2028306,50.8,-49.49999994953006
114.8917743,-122.2028306,47.6,-49.49999994953006
112.4584752,-124.2810643,41.2,-49.49999994953006
112.4584752,-124.2810643,47.6,-49.49999994953006
112.4584752,-124.2810643,44.4,-49.49999994953006
107.5918771,-128.4375319,38.0,-49.49999994953006
112.4584752,-124.2810643,50.8,-49.49999994953006
110.0251761,-126.3592981,41.2,-49.49999994953006
110.0251761,-126.3592981,50.8,-49.49999994953006
110.0251761,-126.3592981,47.6,-49.49999994953006
110.0251761,-126.3592981,44.4,-49.49999994953006
107.5918771,-128.4375319,41.2,-49.49999994953006
107.5918771,-128.4375319,44.4,-49.49999994953006
107.5918771,-128.4375319,50.8,-49.49999994953006
107.5918771,-128.4375319,47.6,-49.49999994953006
105.158578,-130.5157656,50.8,-49.49999994953006
107.5918771,-128.4375319,34.8,-49.49999994953006
105.158578,-130.5157656,47.6,-49.49999994953006
105.158578,-130.5157656,44.4,-49.49999994953006
105.158578,-130.5157656,41.2,-49.49999994953006
102.7252789,-132.5939994,47.6,-49.49999994953006
